"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"MRSZI0025","18/09/23","512","yes","441.38","0","0","0","16","0","0","4284106","ZID02305","ZI094585","","0","no","109","0","31741","","00001000000505967194","2015","10","69","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","19/09/23","5189.4","yes","4473.62","0","0","0","16","0","0","4288609","ZID02306","ZI094794","","0","no","298","0","31748","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","19/09/23","262.36","yes","226.17","0","0","0","16","0","0","4289089","ZID02307","ZI094808","","0","no","48","0","34509","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","19/09/23","976.8","yes","842.07","0","0","0","16","0","0","4289447","ZID02308","ZI094830","","0","no","07","0","36959","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","19/09/23","1008","yes","868.97","0","0","0","16","0","0","4292486","ZID02309","ZI094903","","0","no","298","0","62014","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","20/09/23","630","yes","543.1","0","0","0","16","0","0","4295017","ZID02310","ZI094965","","0","no","117","0","40994","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","23/09/23","1155","yes","995.69","0","0","0","16","0","0","4307208","ZID02311","ZI094989","","0","no","07","0","53660","","00001000000505967194","2015","10","69","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI188","25/09/23","2833","yes","2442.24","0","0","0","16","0","0","4310490","ZID02312","ZI095276","","0","no","97","0","52059","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","25/09/23","1300","yes","1120.69","0","0","0","16","0","0","4310635","ZID02313","ZI095284","","0","no","117","0","52128","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","28/09/23","10208","yes","8800","0","0","0","16","0","0","4322497","ZID02314","ZI095091","","0","no","13","0","42612","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","28/09/23","42.6","yes","36.72","0","0","0","16","0","0","4322665","ZID02315","ZI095556","","0","no","97","0","44361","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI0528","02/10/23","540","yes","465.52","0","0","0","16","0","0","4332485","ZID02316","ZI095654","","0","no","","0","38135","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","02/10/23","580.58","yes","500.5","0","0","0","16","0","0","4332496","ZID02317","ZI095732","","0","no","298","0","38208","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","09/10/23","465","yes","400.86","0","0","0","16","0","0","4354926","ZID02318","ZI096204","","0","no","212","0","38952","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","09/10/23","18","yes","15.52","0","0","0","16","0","0","4356821","ZID02319","ZI096263","","0","no","13","0","54102","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"CCO22","11/10/23","3190","yes","2750","0","0","0","16","0","0","4363149","ZID02320","ZI095995","","0","no","07","0","43909","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","11/10/23","155","yes","133.62","0","0","0","16","0","0","4364043","ZID02321","ZI096431","","0","no","13","0","56514","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","12/10/23","68","yes","58.62","0","0","0","16","0","0","4368671","ZID02322","ZI096544","","0","no","97","0","57908","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI0525","12/10/23","588","yes","506.9","0","0","0","16","0","0","4368708","ZID02323","ZI096132","","0","no","152","0","57954","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","13/10/23","45","yes","38.79","0","0","0","16","0","0","4370674","ZID02324","ZI096566","","0","no","97","0","36040","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PSP14","14/10/23","16363","yes","14106.03","0","0","0","16","0","0","4376162","ZID02325","ZI095710","","0","no","109","0","52429","","00001000000505967194","2015","10","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"PUBGEN","17/10/23","481.8","yes","415.34","0","0","0","16","0","0","4381281","ZID02326","ZI096797","","0","no","212","0","31457","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"BMU860","17/10/23","1466.99","yes","1264.65","0","0","0","16","0","0","4382000","ZID02327","ZI094019","","0","no","","0","41932","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"PUBGEN","18/10/23","380","yes","327.59","0","0","0","16","0","0","4385282","ZID02328","ZI096884","","0","no","212","0","29600","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","23/10/23","835","yes","719.83","0","0","0","16","0","0","4401735","ZID02329","ZI097222","","0","no","07","0","42298","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","24/10/23","161.25","yes","139.01","0","0","0","16","0","0","4405586","ZID02330","ZI097302","","0","no","248","0","42778","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","26/10/23","592.5","yes","510.78","0","0","0","16","0","0","4412911","ZID02331","ZI097482","","0","no","212","0","38968","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"VASR9","26/10/23","317.1","yes","273.36","0","0","0","16","0","0","4413354","ZID02332","ZI097496","","0","no","13","0","41136","","00001000000505967194","2015","10","65","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","27/10/23","24","yes","20.69","0","0","0","16","0","0","4419361","ZID02333","ZI097643","","0","no","13","0","61341","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","01/11/23","75","yes","64.66","0","0","0","16","0","0","4434433","ZID02334","ZI097981","","0","no","13","0","60716","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","01/11/23","104.5","yes","90.09","0","0","0","16","0","0","4434438","ZID02335","ZI097984","","0","no","13","0","60856","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"BCP14","08/11/23","127","yes","109.48","0","0","0","16","0","0","4456769","ZID02336","ZI098444","","0","no","13","0","59360","","00001000000505967194","2015","10","65","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"SORI82","09/11/23","465","yes","400.86","0","0","0","16","0","0","4459829","ZID02337","ZI098508","","0","no","97","0","47431","","00001000000505967194","2015","10","65","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","09/11/23","1705","yes","1469.83","0","0","0","16","0","0","4459873","ZID02338","ZI098563","","0","no","97","0","47466","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI170","11/11/23","235","yes","202.59","0","0","0","16","0","0","4466985","ZID02339","ZI098643","","0","no","97","0","45022","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI046","13/11/23","7400","yes","6379.31","0","0","0","16","0","0","4471400","ZID02340","ZI097803","","0","no","","0","55101","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","16/11/23","969","yes","835.34","0","0","0","16","0","0","4484184","ZID02341","ZI099110","","0","no","212","0","60956","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","16/11/23","1140.72","yes","983.38","0","0","0","16","0","0","4484198","ZID02342","ZI099110","","0","no","212","0","61008","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","16/11/23","1320","yes","1137.93","0","0","0","16","0","0","4484213","ZID02343","ZI099057","","0","no","97","0","61098","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","16/11/23","287","yes","247.41","0","0","0","16","0","0","4484257","ZID02344","ZI099111","","0","no","97","0","61141","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"SUM22","17/11/23","355","yes","306.03","0","0","0","16","0","0","4486054","ZID02345","ZI099140","","0","no","13","0","39806","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"MRS2043","17/11/23","165","yes","142.24","0","0","0","16","0","0","4486058","ZID02346","ZI099117","","0","no","97","0","39872","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","17/11/23","5180","yes","4465.52","0","0","0","16","0","0","4488769","ZID02347","ZI099201","","0","no","212","0","60488","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","27/11/23","71","yes","61.21","0","0","0","16","0","0","4512834","ZID02348","ZI099647","","0","no","13","0","45104","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"PUBGEN","28/11/23","307.12","yes","264.76","0","0","0","16","0","0","4516806","ZID02349","ZI099772","","0","no","212","0","45560","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","28/11/23","284","yes","244.83","0","0","0","16","0","0","4516897","ZID02350","ZI099808","","0","no","97","0","46358","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","29/11/23","51","yes","43.97","0","0","0","16","0","0","4521770","ZID02351","ZI099945","","0","no","97","0","49089","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRSZI44","01/12/23","14014.3","yes","12081.29","0","0","0","16","0","0","4531435","ZID02352","ZI100025","","0","no","","0","59530","","00001000000505967194","2015","10","0","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","05/12/23","260","yes","224.14","0","0","0","16","0","0","4540994","ZID02353","ZI100367","","0","no","109","0","48505","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"HEGV9","05/12/23","2180","yes","1879.31","0","0","0","16","0","0","4542049","ZID02354","ZI100390","","0","no","13","0","59597","","00001000000505967194","2015","10","65","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
"PUBGEN","05/12/23","653.6","yes","563.45","0","0","0","16","0","0","4542056","ZID02355","ZI100387","","0","no","212","0","59928","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"MRS2043","06/12/23","53","yes","45.69","0","0","0","16","0","0","4544129","ZID02356","ZI100449","","0","no","117","0","38268","","00001000000505967194","2015","10","69","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","no","no","","0","","02","4.0"
"OTC09","06/12/23","149","yes","128.45","0","0","0","16","0","0","4545673","ZID02357","ZI100456","","0","no","13","0","57303","","00001000000505967194","2015","10","65","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","02","4.0"
