"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"1","01BLO15","8.2","60","0","yes","5.94828","16","0","622980","0","ZID00568","ZI012586","yes","0","","0",""
"2","01VAR38","115","10","0","yes","86.75","16","0","622980","0","ZID00568","ZI012586","yes","0","","0",""
"1","01CAS111","28.3","140","0","yes","18.795","16","0","622986","0","ZID00569","ZI012608","yes","0","","0",""
"1","03LA10126600","882","5","0","yes","606","16","0","622990","0","ZID00570","ZI012682","yes","0","","0",""
"1","01CEMCAZ50","150","240","0","yes","111.638","16","0","622994","0","ZID00571","ZI012688","yes","0","","0",""
"1","01CAL","69","20","0","yes","46.9155","16","0","622998","0","ZID00572","ZI012698","yes","0","","0",""
"2","01CEMCAZ50","150","20","0","yes","111.638","16","0","622998","0","ZID00572","ZI012698","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","111.638","16","0","623004","0","ZID00573","ZI012711","yes","0","","0",""
"1","01ALAM","18","200","0","yes","13.2","16","0","623008","0","ZID00574","ZI012764","yes","0","","0",""
"2","01ALREC","22","50","0","yes","15.18","16","0","623008","0","ZID00574","ZI012764","yes","0","","0",""
"3","01CEMCAZ50","150","40","0","yes","111.638","16","0","623008","0","ZID00574","ZI012764","yes","0","","0",""
"1","01CEMCAZ50","150","40","0","yes","111.638","16","0","623016","0","ZID00575","ZI012767","yes","0","","0",""
"2","01VAR38","120","40","0","yes","93.385","16","0","623016","0","ZID00575","ZI012767","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","111.638","16","0","623022","0","ZID00576","ZI012776","yes","0","","0",""
"1","01BAB1030","11.5","1240","0","yes","7.25","16","0","623026","0","ZID00577","ZI012834","yes","0","","0",""
"2","01CEMCAZ50","150","200","0","yes","111.638","16","0","623026","0","ZID00577","ZI012834","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","111.638","16","0","623032","0","ZID00578","ZI012847","yes","0","","0",""
"1","01BLO15","8.2","900","0","yes","5.86207","16","0","623036","0","ZID00579","ZI012912","yes","0","","0",""
"2","01CAL","69","75","0","yes","46.9155","16","0","623036","0","ZID00579","ZI012912","yes","0","","0",""
"3","01CEMCAZ50","150","80","0","yes","109.05151","16","0","623036","0","ZID00579","ZI012912","yes","0","","0",""
"1","06REVCON","28410","1","0","yes","17769","16","0","623076","0","ZID00580","ZI012923","yes","0","","0",""
"1","01CEMCAZ50","150","12","0","yes","109.0515","16","0","623110","0","ZID00590","ZI013122","yes","0","","0",""
"1","01CEMCAZ50","150","50","0","yes","109.05151","16","0","623114","0","ZID00591","ZI013145","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","109.05151","16","0","623145","0","ZID00596","ZI013178","yes","0","","0",""
"1","01ARM204","144.7","5","0","yes","102.51","16","0","623149","0","ZID00597","ZI013219","yes","0","","0",""
"2","01BLO15","8.2","350","0","yes","5.94828","16","0","623149","0","ZID00597","ZI013219","yes","0","","0",""
"3","01CEMCAZ50","150","10","0","yes","109.05151","16","0","623149","0","ZID00597","ZI013219","yes","0","","0",""
"4","03LA10126500","828.5","5","0","yes","505","16","0","623149","0","ZID00597","ZI013219","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","109.05151","16","0","623367","0","ZID00584","ZI013023","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","109.05151","16","0","623371","0","ZID00585","ZI013024","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","109.05151","16","0","623432","0","ZID00586","ZI013037","yes","0","","0",""
"1","01CEMCAZ50","150","30","0","yes","109.0515","16","0","623436","0","ZID00587","ZI013089","yes","0","","0",""
"2","05TUBPVCHA12","58","2","0","yes","43.782","16","0","623436","0","ZID00587","ZI013089","yes","0","","0",""
"3","GTRAS","534","1","0","yes","200","16","0","623436","0","ZID00587","ZI013089","yes","0","","0",""
"1","01MOLNIXT","6400","1","0","yes","4949.13","16","0","623491","0","ZID00593","ZI013158","yes","0","","0",""
"1","01PPB20","150","5","0","yes","99.1378","16","0","623495","0","ZID00594","ZI013159","yes","0","","0",""
"1","01BLO15","8.2","300","0","yes","5.86207","16","0","623499","0","ZID00595","ZI013176","yes","0","","0",""
"2","01CAL","69","5","0","yes","46.9155","16","0","623499","0","ZID00595","ZI013176","yes","0","","0",""
"3","01CEMCAZ50","150","15","0","yes","109.05151","16","0","623499","0","ZID00595","ZI013176","yes","0","","0",""
"1","03LA10126500","828.5","5","0","yes","505","16","0","623560","0","ZID00588","ZI013102","yes","0","","0",""
"6","06CLA212","25.5","10","0","yes","16.5825","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"1","01ALREC","23","30","0","yes","16.8","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"2","01ARM204","144.7","55","0","yes","102.51","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"3","01BLO15","8.2","2200","0","yes","5.94828","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"4","01CEMCAZ50","150","120","0","yes","109.05151","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"5","01VAR38","120","35","0","yes","93.3853","16","0","623564","0","ZID00589","ZI013119","yes","0","","0",""
"1","01ALAM","18","200","0","yes","14.5","16","0","623588","0","ZID00592","ZI013150","yes","0","","0",""
"2","01ALREC","23","100","0","yes","16.8","16","0","623588","0","ZID00592","ZI013150","yes","0","","0",""
"3","01CAS111","29.3","150","0","yes","18.797","16","0","623588","0","ZID00592","ZI013150","yes","0","","0",""
"4","01CEMCAZ50","150","400","0","yes","109.05151","16","0","623588","0","ZID00592","ZI013150","yes","0","","0",""
"2","01ALREC","23","15","0","yes","16.8","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"3","01ARM204","144.7","20","0","yes","102.51","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"4","01BLO15","8.2","1200","0","yes","5.94828","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"5","01CEMCAZ50","150","140","0","yes","109.0515","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"6","01VAR38","120","100","0","yes","93.3853","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"7","05CODPVC290","2.5","5","0","yes","1.4985","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"8","05CODPVC490","11","2","0","yes","6.74","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"9","05TUBPVCHA12","60","2","0","yes","43.782","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"1","01ALAM","18","30","0","yes","14.5","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"10","05TUBPVCN2","13.5","12","0","yes","9.7888","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"11","05TUBPVCN4","34.5","12","0","yes","24.3294","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"12","06CLA212","25.5","10","0","yes","16.5825","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"13","06CLAC212","38.5","4","0","yes","24.45163","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"14","08CAJCHR","9","5","0","yes","5.85","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"15","08CAJO","12","4","0","yes","8.06","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"16","08POL12","3","50","0","yes","1.6578","16","0","623659","0","ZID00598","ZI013232","yes","0","","0",""
"1","01CEMCAZ50","150","8","0","yes","109.05151","16","0","623682","0","ZID00581","ZI012924","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","109.05151","16","0","623686","0","ZID00582","ZI012961","yes","0","","0",""
"1","052233","30","2","0","yes","25.0986","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"2","05CHU1122","6","2","0","yes","3.64839","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"3","05LAVB","332","2","0","yes","207.15","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"4","05LLAAST","30","4","0","yes","21.8889","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"5","05MEZCL","275","2","0","yes","177.4901","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"6","05TINRP450","1592","1","0","yes","778","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"7","06MAAF4150","1","4","0","yes","13.32167","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"8","06PINE8","110","1","0","yes","94.13333","16","0","623690","0","ZID00583","ZI013022","yes","0","","0",""
"1","01CAL","72.1111","2","0","yes","46.9155","16","0","624354","0","ZID00599","ZI011634","yes","0","","0",""
"2","01CEMCAZ50","149","20","0","yes","112.5245","16","0","624354","0","ZID00599","ZI011634","yes","0","","0",""
"1","08CONSEN","7","4","0","yes","11.6718","16","0","626839","0","ZID00600","ZI014426","yes","0","","0",""
"1","01EST1515","27","18.8","0","yes","14.5021","16","0","629250","0","ZID00601","ZI014489","yes","0","","0",""
"1","01CEMBIG","2650","2","0","yes","2078.0734","16","0","633684","0","ZID00602","ZI014523","yes","0","","0",""
"1","01ARM12204","169","2","0","yes","100.3","16","0","634113","0","ZID00603","ZI014616","yes","0","","0",""
"1","03PTR4414","30.6","218.4","0","yes","22","16","0","634278","0","ZID00604","ZI014622","yes","0","","0",""
"1","01CAL","72","1","0","yes","46.9155","16","0","634303","0","ZID00605","ZI014632","yes","0","","0",""
"2","04HPAL","19","1","0","yes","12.4047","16","0","634303","0","ZID00605","ZI014632","yes","0","","0",""
"3","0612645","475","1","0","yes","310.12245","16","0","634303","0","ZID00605","ZI014632","yes","0","","0",""
"1","01CEMCAZ50","142","200","0","yes","112.5004","16","0","635046","0","ZID00606","ZI014643","yes","0","","0",""
"1","04HPPB14112","1.2","100","0","yes","1.05","16","0","636417","0","ZID00607","ZI014692","yes","0","","0",""
"1","01CEMCAZ50","151","3","0","yes","112.5005","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"2","03PC10018","34.2","48.6","0","yes","22.69","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"3","03PR17518","34.2","14.4","0","yes","20.79","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"4","03R250C18","34.2","24.4","0","yes","15.4","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"5","03VCAR12","22.5","42","0","yes","16.03","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"6","03VCUA12","22.4","42","0","yes","15.94","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"7","04HTEJ112","28","1","0","yes","18.252","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"8","0649365","31.5","1","0","yes","24.0801","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"9","GTRAS","178","1","0","yes","2159.48","16","0","638241","0","ZID00608","ZI014730","yes","0","","0",""
"1","04HPPB14112","1.2","200","0","yes","1.05","16","0","640481","0","ZID00609","ZI014794","yes","0","","0",""
"1","03SOL1812","27","48","0","yes","16.3","16","0","640611","0","ZID00610","ZI014798","yes","0","","0",""
"1","01CEMCAZ50","153","7","0","yes","112.5004","16","0","641763","0","ZID00611","ZI014824","yes","0","","0",""
"1","03PC12520","34.7","39.2","0","yes","19.3","16","0","642849","0","ZID00612","ZI014852","yes","0","","0",""
"1","03PC12520","34.7","28","0","yes","19.3","16","0","643872","0","ZID00613","ZI014852","yes","0","","0",""
"1","03PERC050","34.7","11.2","0","yes","27.5","16","0","643933","0","ZID00614","ZI014852","yes","0","","0",""
"1","01CEMCAZ50","140","100","0","yes","112.5004","16","0","645223","0","ZID00615","ZI014906","yes","0","","0",""
"1","03PTR11414","28.8","39.6","0","yes","21","16","0","649196","0","ZID00616","ZI015013","yes","0","","0",""
"1","01CEMCAZ50","150","15","0","yes","112.5004","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"2","01VAR38","132","3","0","yes","101.89655","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"3","03LA10126500","845","8","0","yes","505","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"4","03SOL1834","27","7.2","0","yes","16.3","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"5","06MACI1015","115","60","0","yes","80.355","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"6","GTRAS","1000","1","0","yes","2159.48","16","0","649542","0","ZID00617","ZI014926","yes","0","","0",""
"1","06CLAC212","38.5","2","0","yes","24.45163","16","0","652069","0","ZID00618","ZI015074","yes","0","","0",""
"1","01CEMBIG","2650","2","0","yes","2083.039","16","0","653496","0","ZID00619","ZI015103","yes","0","","0",""
"1","01BAB1030","11.2","768","0","yes","7.25","16","0","654833","0","ZID00621","ZI015128","yes","0","","0",""
"2","01CAS651","24.3","200","0","yes","17.4338","16","0","654833","0","ZID00621","ZI015128","yes","0","","0",""
"3","01ESTUCCL","100","41","0","yes","68.97","16","0","654833","0","ZID00621","ZI015128","yes","0","","0",""
"1","06ALAPUVAQ","1190","24","0","yes","371.8504","16","0","654874","0","ZID00620","ZI015128","yes","0","","0",""
"1","01CEMBIG","2650","4","0","yes","2074.3493","16","0","655708","0","ZID00622","ZI015129","yes","0","","0",""
"1","01CEMCAZ50","140","80","0","yes","112.5004","16","0","658213","0","ZID00623","ZI015209","yes","0","","0",""
"1","01CEMBIG","2600","16","0","yes","2102.60844","16","0","660201","0","ZID00624","ZI011720","yes","0","","0",""
"1","01CEMBIG","2600","16","0","yes","2102.60844","16","0","660205","0","ZID00625","ZI011932","yes","0","","0",""
"1","01EST1530","21","114.4","0","yes","11.859","16","0","660209","0","ZID00626","ZI011960","yes","0","","0",""
"1","01CEMBIG","2600","16","0","yes","2105.97431","16","0","660213","0","ZID00627","ZI012148","yes","0","","0",""
"2","01EST1530","21","101.6","0","yes","11.859","16","0","660213","0","ZID00627","ZI012148","yes","0","","0",""
"3","01VAR38","115","60","0","yes","82.0402","16","0","660213","0","ZID00627","ZI012148","yes","0","","0",""
"1","01CEMBIG","2600","12","0","yes","2105.13258","16","0","660221","0","ZID00628","ZI012323","yes","0","","0",""
"1","01ALAM","18","150","0","yes","13.2","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"2","01CAL","64","40","0","yes","46.9155","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"3","01CEMBIG","2600","4","0","yes","2112.28431","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"4","01VAR112","200.5","10","0","yes","155.4316","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"5","01VAR38","110","50","0","yes","86.7491","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"6","06CLA212","24.5","25","0","yes","16.5825","16","0","660225","0","ZID00629","ZI012520","yes","0","","0",""
"1","01CAL","69","160","0","yes","46.9155","16","0","660239","0","ZID00630","ZI012846","yes","0","","0",""
"2","01CEMBIG","2700","16","0","yes","2100.2948","16","0","660239","0","ZID00630","ZI012846","yes","0","","0",""
"3","01VAR38","120","20","0","yes","93.385","16","0","660239","0","ZID00630","ZI012846","yes","0","","0",""
"1","06PALT","155","3","0","yes","94.1292","16","0","666273","0","ZID00631","ZI015421","yes","0","","0",""
"1","01ALREC","25.4","60","0","yes","15.6","16","0","666709","0","ZID00632","ZI015428","yes","0","","0",""
"2","01EST1515","26","1","0","yes","16.5825","16","0","666709","0","ZID00632","ZI015428","yes","0","","0",""
"3","01EST1520","26","1","0","yes","16.5825","16","0","666709","0","ZID00632","ZI015428","yes","0","","0",""
"4","01VAR38","130","100","0","yes","102.5717","16","0","666709","0","ZID00632","ZI015428","yes","0","","0",""
"1","06CABMZT","79","2","0","yes","47.44","16","0","668251","0","ZID00633","ZI015457","yes","0","","0",""
"2","06DC551","233.5","1","0","yes","164.1816","16","0","668251","0","ZID00633","ZI015457","yes","0","","0",""
"1","01CEMCAZ50","140","80","0","yes","112.5","16","0","669766","0","ZID00634","ZI015491","yes","0","","0",""
"1","01YEM","59","250","0","yes","38","16","0","670829","0","ZID00635","ZI015430","yes","0","","0",""
"1","01CEMCAZ50","140","200","0","yes","112.5004","16","0","671706","0","ZID00636","ZI015267","yes","0","","0",""
"1","01CEMCAZ50","153","100","0","yes","112.5004","16","0","672512","0","ZID00637","ZI015567","yes","0","","0",""
"2","05PEGGR13","242","10","0","yes","160.49","16","0","672512","0","ZID00637","ZI015567","yes","0","","0",""
"3","05TUBKIT","24.5","100","0","yes","16.0953","16","0","672512","0","ZID00637","ZI015567","yes","0","","0",""
"1","05TUBCPVC34","20","12.2","0","yes","17.22648","16","0","675654","0","ZID00638","ZI015650","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","109.05151","16","0","678034","0","ZID00642","ZI013264","yes","0","","0",""
"1","01CEMCAZ50","150","400","0","yes","109.05151","16","0","678038","0","ZID00643","ZI013323","yes","0","","0",""
"1","01ALREC","23","200","0","yes","16.8","16","0","678042","0","ZID00644","ZI013326","yes","0","","0",""
"1","03ANG3161","20.4","11","0","yes","13.5","16","0","678060","0","ZID00639","ZI013115","yes","0","","0",""
"2","03TC40112","637.8","3","0","yes","378","16","0","678060","0","ZID00639","ZI013115","yes","0","","0",""
"1","01CAL","69","40","0","yes","46.9155","16","0","678066","0","ZID00640","ZI013134","yes","0","","0",""
"1","01CEMCAZ50","150","120","0","yes","109.05151","16","0","678070","0","ZID00641","ZI013212","yes","0","","0",""
